BotName,PlayerHealth,Win
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-grok-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gemma-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-gpt-oss-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,0,False
LLM-deepseek-free-cot-f0,24,True
LLM-deepseek-free-cot-f0,24,True
LLM-deepseek-free-cot-f0,12,True
LLM-deepseek-free-cot-f0,29,True
LLM-deepseek-free-cot-f0,24,True
LLM-deepseek-free-cot-f0,19,True
LLM-deepseek-free-cot-f0,2,True
LLM-deepseek-free-cot-f0,12,True
LLM-deepseek-free-cot-f0,24,True
LLM-deepseek-free-cot-f0,24,True
LLM-deepseek-free-cot-f0,53,True
